A1BG	0.126058408
A1CF	0.012970415
A2M	42.972131
A2ML1	11.3878779
A3GALT2	0.229084534
A4GALT	236.8963037
A4GNT	0.031977598
AAAS	54.31092713
AACS	16.80123604
AADAC	0.495689089
AADACL2	0.097089116
AADACL3	0.015292332
AADACL4	0.011469249
AADAT	7.794298995
AAED1	18.11767473
AAGAB	46.53718962
AAK1	15.91512707
AAMDC	18.65664445
AAMP	106.8765368
AANAT	1.402337182
AAR2	40.18790209
AARD	2.712419875
AARS	62.05741486
AARS2	9.315613341
AARSD1	5.333185039
AASDH	2.396722449
AASDHPPT	23.64386435
AASS	3.482055015
AATBC	13.03704946
AATF	53.12566037
AATK	5.482176235
AATK-AS1	0.471932202
ABAT	19.43400464
ABCA1	7.58021375
ABCA10	1.23836269
ABCA11P	4.267211232
ABCA12	1.142071254
ABCA13	2.393333351
ABCA2	20.02724757
ABCA3	1.606085764
ABCA4	0.38776177
ABCA5	15.55832929
ABCA6	0.850318409
ABCA7	14.50375417
ABCA8	0.738073548
ABCA9	0.864947802
ABCB1	0.152783055
ABCB10	8.073400476
ABCB11	0.007104587
ABCB4	0.232356487
ABCB5	0.024895442
ABCB6	4.885290664
ABCB7	7.203906902
ABCB8	16.76628614
ABCB9	7.733545742
ABCC1	157.334977
ABCC10	13.33962633
ABCC11	0.072452988
ABCC12	0.050659859
ABCC13	0.438510874
ABCC2	0.112401625
ABCC3	10.48283784
ABCC4	3.366656958
ABCC5	119.4449754
ABCC6	1.869411596
ABCC8	0.125764005
ABCC9	2.234994809
ABCD1	28.01008784
ABCD2	0.054798097
ABCD3	9.263972534
ABCD4	20.2018743
ABCE1	29.42894701
ABCF1	47.02580586
ABCF2	20.71973371
ABCF3	119.2357736
ABCG1	43.54139722
ABCG2	1.103349941
ABCG4	0.60994738
ABCG5	0.254452433
ABCG8	0.099830228
ABHD1	1.435126496
ABHD10	29.90460504
ABHD11	55.45004279
ABHD12	95.52605515
ABHD12B	0.134376389
ABHD13	13.8635628
ABHD14A	7.010619479
ABHD14B	49.94354107
ABHD15	26.08610536
ABHD16A	1.007706505
ABHD16B	0
ABHD17A	356.0424708
ABHD17B	22.13617239
ABHD17C	42.42638144
ABHD18	6.431632693
ABHD2	206.0978489
ABHD3	57.63925229
ABHD4	55.66872531
ABHD5	10.03934966
ABHD6	8.901778666
ABHD8	54.10568659
ABI1	34.19153355
ABI2	24.83185972
ABI3	14.3381348
ABI3BP	2.230558729
ABL1	29.67621673
ABL2	15.75951073
ABLIM1	75.88029787
ABLIM2	2.051063025
ABLIM3	3.438928056
ABR	21.23588724
ABRA	0.02038532
ABRACL	340.1205684
ABT1	76.23845702
ABTB1	41.1133528
ABTB2	3.649351802
ACAA1	36.63009825
ACAA2	23.37595612
ACACA	12.53000328
ACACB	1.606509009
ACAD10	7.664599321
ACAD11	0.01003909
ACAD8	20.11961496
ACAD9	25.88003683
ACADL	0.225567854
ACADM	13.93383634
ACADS	18.65664445
ACADSB	12.08408823
ACADVL	244.7990513
ACAN	2.99451949
ACAP1	8.527298646
ACAP2	68.56961838
ACAP3	109.2082964
ACAT1	20.6660472
ACAT2	51.9473404
ACBD3	38.65139213
ACBD4	18.65205826
ACBD5	8.702460352
ACBD6	77.84324065
ACBD7	4.096658621
ACCS	26.4906845
ACCSL	0.013774841
ACD	40.27904015
ACE	6.043297049
ACE2	0.248755259
ACER1	21.62420957
ACER2	1.282360598
ACER3	40.11296191
ACHE	1.585814779
ACIN1	50.63647037
ACKR1	0.720741432
ACKR2	0.642635717
ACKR3	63.0904955
ACKR4	0.279317633
ACLY	47.89373492
ACMSD	0.102509035
ACO1	13.37118188
ACO2	35.35935647
ACOD1	0.051788048
ACOT1	0.347134715
ACOT11	3.226453454
ACOT12	0.016929804
ACOT13	73.04964715
ACOT2	4.162015404
ACOT4	2.429943003
ACOT6	0.037493257
ACOT7	76.96277139
ACOT8	28.97255635
ACOT9	36.9313253
ACOX1	24.34886343
ACOX2	1.083407503
ACOX3	5.4668619
ACOXL	1.461941577
ACP1	361.833934
ACP2	41.07494779
ACP5	114.9184173
ACP6	11.863113
ACP7	71.55287777
ACPP	2.560422313
ACR	0.484540132
ACRBP	2.708779142
ACRV1	0.681413966
ACSBG1	0.250366816
ACSBG2	0.19707723
ACSF2	9.81039974
ACSF3	21.04018788
ACSL1	34.2098365
